Z,A,E,Theta,omega,cross_section,E_omega,cos_Theta,E_ela,E_inela
2,4,0.25,34.0,0.035,39125.0,0.01837846095033301,0.8290375725550417,0.010877569315322752,0.3341710956010064
2,4,0.25,34.0,0.045,27900.0,0.017523648813108222,0.8290375725550417,0.010877569315322752,0.3341710956010064
2,4,0.25,34.0,0.055,17672.5,0.016668836675883425,0.8290375725550417,0.010877569315322752,0.3341710956010064
2,4,0.25,34.0,0.065,11890.0,0.01581402453865865,0.8290375725550417,0.010877569315322752,0.3341710956010064
2,4,0.25,34.0,0.075,8500.0,0.01495921240143385,0.8290375725550417,0.010877569315322752,0.3341710956010064
2,4,0.25,34.0,0.085,6357.5,0.014104400264209067,0.8290375725550417,0.010877569315322752,0.3341710956010064
2,4,0.25,34.0,0.095,5952.5,0.013249588126984268,0.8290375725550417,0.010877569315322752,0.3341710956010064
2,4,0.25,60.0,0.035,1716.0,0.05374999999999998,0.5000000000000001,0.029354575086654698,0.32766718956949753
2,4,0.25,60.0,0.045,5945.0,0.05124999999999999,0.5000000000000001,0.029354575086654698,0.32766718956949753
2,4,0.25,60.0,0.055,4460.0,0.04874999999999999,0.5000000000000001,0.029354575086654698,0.32766718956949753
2,4,0.25,60.0,0.065,3235.0,0.04625,0.5000000000000001,0.029354575086654698,0.32766718956949753
2,4,0.25,60.0,0.075,2141.0,0.04375,0.5000000000000001,0.029354575086654698,0.32766718956949753
2,4,0.25,60.0,0.085,1477.0,0.041249999999999995,0.5000000000000001,0.029354575086654698,0.32766718956949753
2,4,0.25,60.0,0.095,1093.5,0.03875,0.5000000000000001,0.029354575086654698,0.32766718956949753
2,4,0.25,60.0,0.105,852.0,0.03624999999999999,0.5000000000000001,0.029354575086654698,0.32766718956949753
2,4,0.25,60.0,0.115,759.25,0.033749999999999995,0.5000000000000001,0.029354575086654698,0.32766718956949753
2,4,0.25,60.0,0.125,581.25,0.031249999999999993,0.5000000000000001,0.029354575086654698,0.32766718956949753
2,4,0.25,60.0,0.135,506.75,0.028749999999999994,0.5000000000000001,0.029354575086654698,0.32766718956949753
2,4,0.25,75.0,0.025,269.5,0.08338285742596642,0.2588190451025208,0.04118165277613611,0.3235040582228001
2,4,0.25,75.0,0.035,1255.0,0.079676952651479,0.2588190451025208,0.04118165277613611,0.3235040582228001
2,4,0.25,75.0,0.045,2256.75,0.07597104787699163,0.2588190451025208,0.04118165277613611,0.3235040582228001
2,4,0.25,75.0,0.055,2303.0,0.07226514310250423,0.2588190451025208,0.04118165277613611,0.3235040582228001
2,4,0.25,75.0,0.065,1906.0,0.06855923832801683,0.2588190451025208,0.04118165277613611,0.3235040582228001
2,4,0.25,75.0,0.075,1499.5,0.06485333355352943,0.2588190451025208,0.04118165277613611,0.3235040582228001
2,4,0.25,75.0,0.085,1015.5,0.061147428779042036,0.2588190451025208,0.04118165277613611,0.3235040582228001
2,4,0.25,75.0,0.095,717.75,0.05744152400455465,0.2588190451025208,0.04118165277613611,0.3235040582228001
2,4,0.25,75.0,0.105,530.0,0.053735619230067234,0.2588190451025208,0.04118165277613611,0.3235040582228001
2,4,0.25,75.0,0.115,434.5,0.050029714455579855,0.2588190451025208,0.04118165277613611,0.3235040582228001
2,4,0.25,75.0,0.125,325.75,0.046323809681092454,0.2588190451025208,0.04118165277613611,0.3235040582228001
2,4,0.25,75.0,0.135,282.0,0.04261790490660505,0.2588190451025208,0.04118165277613611,0.3235040582228001
2,4,0.25,75.0,0.145,270.75,0.038912000132117666,0.2588190451025208,0.04118165277613611,0.3235040582228001
2,4,0.25,75.0,0.155,262.75,0.035206095357630265,0.2588190451025208,0.04118165277613611,0.3235040582228001
2,4,0.25,75.0,0.165,247.125,0.031500190583142865,0.2588190451025208,0.04118165277613611,0.3235040582228001
2,4,0.25,90.0,0.04,925.75,0.105,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,90.0,0.05,1012.0,0.1,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,90.0,0.06,1100.5,0.09499999999999999,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,90.0,0.07,1076.75,0.09,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,90.0,0.08,854.25,0.08499999999999999,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,90.0,0.09,640.25,0.08,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,90.0,0.1,474.0,0.07499999999999998,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,90.0,0.11,375.25,0.07,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,90.0,0.12,276.75,0.065,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,90.0,0.13,208.45,0.06,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,90.0,0.14,172.625,0.05499999999999999,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,90.0,0.15,166.875,0.05000000000000001,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,90.0,0.16,148.75,0.045,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,90.0,0.17,160.025,0.039999999999999994,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,90.0,0.18,167.475,0.035,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,145.0,0.04,0.68175,0.19101096465034412,-0.8191520442889917,0.08154075342575044,0.30929765479413585
2,4,0.25,145.0,0.05,74.325,0.1819152044288992,-0.8191520442889917,0.08154075342575044,0.30929765479413585
2,4,0.25,145.0,0.06,140.475,0.1728194442074542,-0.8191520442889917,0.08154075342575044,0.30929765479413585
2,4,0.25,145.0,0.07,190.95,0.16372368398600926,-0.8191520442889917,0.08154075342575044,0.30929765479413585
2,4,0.25,145.0,0.08,232.225,0.15462792376456427,-0.8191520442889917,0.08154075342575044,0.30929765479413585
2,4,0.25,145.0,0.09,261.75,0.14553216354311932,-0.8191520442889917,0.08154075342575044,0.30929765479413585
2,4,0.25,145.0,0.1,262.25,0.13643640332167437,-0.8191520442889917,0.08154075342575044,0.30929765479413585
2,4,0.25,145.0,0.11,229.8,0.12734064310022944,-0.8191520442889917,0.08154075342575044,0.30929765479413585
2,4,0.25,145.0,0.12,178.65,0.11824488287878446,-0.8191520442889917,0.08154075342575044,0.30929765479413585
2,4,0.25,145.0,0.13,128.325,0.1091491226573395,-0.8191520442889917,0.08154075342575044,0.30929765479413585
2,4,0.25,145.0,0.14,103.225,0.10005336243589452,-0.8191520442889917,0.08154075342575044,0.30929765479413585
2,4,0.25,145.0,0.15,78.7,0.0909576022144496,-0.8191520442889917,0.08154075342575044,0.30929765479413585
2,4,0.25,145.0,0.16,62.325,0.08186184199300463,-0.8191520442889917,0.08154075342575044,0.30929765479413585
2,4,0.25,145.0,0.17,56.925,0.07276608177155966,-0.8191520442889917,0.08154075342575044,0.30929765479413585
2,4,0.25,145.0,0.18,51.375,0.06367032155011472,-0.8191520442889917,0.08154075342575044,0.30929765479413585
2,4,0.279,134.5,0.061,104.9,0.20690540654649112,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.065,113.65,0.2031089770685738,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.069,114.8,0.19931254759065656,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.071,140.425,0.19741433285169793,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.075,154.275,0.19361790337378068,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.078,162.925,0.19077058126534271,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.081,198.9,0.18792325915690475,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.084,192.125,0.1850759370484668,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.088,208.75,0.1812795075705496,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.1,253.5,0.16989021913679775,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.103,262.5,0.1670428970283598,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.106,248.775,0.16419557491992187,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.109,253.25,0.1613482528114839,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.111,254.0,0.15945003807252528,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.114,246.05,0.1566027159640873,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.117,219.025,0.15375539385564937,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.12,227.8,0.1509080717472114,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.123,205.575,0.14806074963877347,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.138,153.95,0.1338241390965837,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.141,131.075,0.13097681698814578,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.143,131.275,0.12907860224918716,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.159,101.6,0.11389288433751807,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.161,99.325,0.11199466959855942,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.163,95.925,0.11009645485960079,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.174,83.2,0.09965627379532832,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.176,86.95,0.09775805905636967,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.178,77.825,0.09585984431741104,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.179,72.475,0.09491073694793171,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.181,85.15,0.09301252220897309,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.189,98.175,0.08541966325313856,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.19,102.325,0.08447055588365923,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.192,114.975,0.0825723411447006,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.201,104.025,0.07403037481938675,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.203,121.525,0.07213216008042811,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.204,130.525,0.07118305271094882,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.209,125.225,0.06643751586355222,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.21,152.875,0.06548840849407289,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.211,172.625,0.06453930112459358,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.216,130.675,0.059793764277196994,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.217,160.275,0.05884465690771767,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.218,201.2,0.05789554953823836,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.3,34.0,0.025,16930.0,0.028208800528418107,0.8290375725550417,0.01552856934255164,0.33603304788327676
2,4,0.3,34.0,0.035,35825.0,0.027183025963748362,0.8290375725550417,0.01552856934255164,0.33603304788327676
2,4,0.3,34.0,0.045,27675.0,0.026157251399078624,0.8290375725550417,0.01552856934255164,0.33603304788327676
2,4,0.3,34.0,0.055,17257.5,0.02513147683440886,0.8290375725550417,0.01552856934255164,0.33603304788327676
2,4,0.3,34.0,0.065,10975.0,0.02410570226973912,0.8290375725550417,0.01552856934255164,0.33603304788327676
2,4,0.3,34.0,0.075,7530.0,0.023079927705069385,0.8290375725550417,0.01552856934255164,0.33603304788327676
2,4,0.3,34.0,0.085,5532.5,0.022054153140399622,0.8290375725550417,0.01552856934255164,0.33603304788327676
2,4,0.3,34.0,0.095,4255.0,0.021028378575729888,0.8290375725550417,0.01552856934255164,0.33603304788327676
2,4,0.3,34.0,0.105,3862.5,0.020002604011060125,0.8290375725550417,0.01552856934255164,0.33603304788327676
2,4,0.3,34.0,0.115,3472.5,0.01897682944639037,0.8290375725550417,0.01552856934255164,0.33603304788327676
2,4,0.3,34.0,0.125,3012.5,0.01795105488172062,0.8290375725550417,0.01552856934255164,0.33603304788327676
2,4,0.3,34.0,0.135,2780.0,0.016925280317050876,0.8290375725550417,0.01552856934255164,0.33603304788327676
2,4,0.3,34.0,0.145,2682.5,0.015899505752381127,0.8290375725550417,0.01552856934255164,0.33603304788327676
2,4,0.3,60.0,0.025,289.25,0.08249999999999996,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.035,1863.0,0.07949999999999999,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.045,3730.0,0.07649999999999998,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.055,3682.5,0.07349999999999998,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.065,3175.0,0.07049999999999998,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.075,2495.75,0.06749999999999999,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.085,1872.75,0.06449999999999999,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.095,1288.25,0.061500000000000006,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.105,978.25,0.05849999999999999,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.115,765.5,0.05549999999999998,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.125,596.25,0.05249999999999999,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.135,471.75,0.049499999999999975,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.145,396.5,0.0465,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.155,393.0,0.0435,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.165,391.0,0.04049999999999998,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.175,370.75,0.03749999999999999,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.185,412.25,0.034499999999999996,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,75.0,0.03,71.95,0.12007131469339162,0.2588190451025208,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.04,559.25,0.11562422896400677,0.2588190451025208,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.05,1187.75,0.11117714323462188,0.2588190451025208,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.06,1368.25,0.10673005750523701,0.2588190451025208,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.07,1387.0,0.1022829717758521,0.2588190451025208,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.08,1273.0,0.09783588604646724,0.2588190451025208,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.09,1008.5,0.09338880031708238,0.2588190451025208,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.1,811.5,0.0889417145876975,0.2588190451025208,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.11,610.0,0.08449462885831262,0.2588190451025208,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.12,455.75,0.08004754312892776,0.2588190451025208,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.13,340.25,0.07560045739954288,0.2588190451025208,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.14,262.25,0.07115337167015798,0.2588190451025208,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.15,222.025,0.06670628594077313,0.2588190451025208,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.16,211.875,0.06225920021138824,0.2588190451025208,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.17,199.175,0.057812114482003366,0.2588190451025208,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.18,183.45,0.05336502875261849,0.2588190451025208,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.19,226.5,0.04891794302323362,0.2588190451025208,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.2,222.45,0.04447085729384874,0.2588190451025208,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.21,251.5,0.04002377156446387,0.2588190451025208,0.05741018301930368,0.3307280434842215
2,4,0.3,90.0,0.035,11.05,0.159,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.045,191.1,0.153,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.055,429.25,0.147,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.065,524.75,0.141,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.075,632.0,0.135,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.085,686.25,0.12899999999999998,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.095,633.0,0.123,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.105,542.25,0.117,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.115,435.25,0.111,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.125,324.0,0.105,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.135,236.575,0.09899999999999999,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.145,177.05,0.093,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.155,164.3,0.087,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.165,143.3,0.08099999999999999,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.175,125.025,0.075,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.185,114.85,0.069,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
