Z,A,E,Theta,omega,cross_section,E_omega,cos_Theta,E_ela,E_inela
2,4,0.4,90.0,0.255,104.375,0.11600000000000005,6.123233995736766e-17,0.11944131325723928,0.35651340355487215
2,4,0.4,90.0,0.265,125.2,0.10800000000000001,6.123233995736766e-17,0.11944131325723928,0.35651340355487215
2,4,0.4,90.0,0.275,132.075,0.10000000000000002,6.123233995736766e-17,0.11944131325723928,0.35651340355487215
2,4,0.4,90.0,0.285,155.25,0.09200000000000005,6.123233995736766e-17,0.11944131325723928,0.35651340355487215
2,4,0.4,90.0,0.295,189.95,0.08400000000000005,6.123233995736766e-17,0.11944131325723928,0.35651340355487215
2,4,0.4,90.0,0.305,199.45,0.07600000000000004,6.123233995736766e-17,0.11944131325723928,0.35651340355487215
2,4,0.4,90.0,0.315,213.65,0.06800000000000003,6.123233995736766e-17,0.11944131325723928,0.35651340355487215
2,4,0.4,90.0,0.325,257.25,0.06000000000000001,6.123233995736766e-17,0.11944131325723928,0.35651340355487215
2,4,0.4,90.0,0.335,274.75,0.05200000000000002,6.123233995736766e-17,0.11944131325723928,0.35651340355487215
2,4,0.4,145.0,0.08,0.059725,0.46570292333798186,-0.8191520442889917,0.1745795027259925,0.36505982292252886
2,4,0.4,145.0,0.09,1.5092500000000002,0.4511497069836701,-0.8191520442889917,0.1745795027259925,0.36505982292252886
2,4,0.4,145.0,0.1,2.6375,0.4365964906293581,-0.8191520442889917,0.1745795027259925,0.36505982292252886
2,4,0.4,145.0,0.11,4.4775,0.4220432742750462,-0.8191520442889917,0.1745795027259925,0.36505982292252886
2,4,0.4,145.0,0.12,8.35,0.40749005792073417,-0.8191520442889917,0.1745795027259925,0.36505982292252886
2,4,0.4,145.0,0.13,14.505,0.3929368415664223,-0.8191520442889917,0.1745795027259925,0.36505982292252886
2,4,0.4,145.0,0.14,23.3775,0.3783836252121103,-0.8191520442889917,0.1745795027259925,0.36505982292252886
2,4,0.4,145.0,0.15,34.725,0.3638304088577983,-0.8191520442889917,0.1745795027259925,0.36505982292252886
2,4,0.4,145.0,0.16,46.8,0.3492771925034865,-0.8191520442889917,0.1745795027259925,0.36505982292252886
2,4,0.4,145.0,0.17,61.325,0.33472397614917454,-0.8191520442889917,0.1745795027259925,0.36505982292252886
2,4,0.4,145.0,0.18,74.5,0.32017075979486265,-0.8191520442889917,0.1745795027259925,0.36505982292252886
2,4,0.4,145.0,0.19,78.55,0.30561754344055064,-0.8191520442889917,0.1745795027259925,0.36505982292252886
2,4,0.4,145.0,0.2,74.25,0.29106432708623875,-0.8191520442889917,0.1745795027259925,0.36505982292252886
2,4,0.4,145.0,0.21,66.0,0.27651111073192686,-0.8191520442889917,0.1745795027259925,0.36505982292252886
2,4,0.4,145.0,0.22,55.975,0.26195789437761485,-0.8191520442889917,0.1745795027259925,0.36505982292252886
2,4,0.4,145.0,0.23,43.95,0.2474046780233029,-0.8191520442889917,0.1745795027259925,0.36505982292252886
2,4,0.4,145.0,0.24,39.05,0.232851461668991,-0.8191520442889917,0.1745795027259925,0.36505982292252886
2,4,0.4,145.0,0.25,36.075,0.21829824531467906,-0.8191520442889917,0.1745795027259925,0.36505982292252886
2,4,0.4,145.0,0.26,34.9,0.2037450289603671,-0.8191520442889917,0.1745795027259925,0.36505982292252886
2,4,0.4,145.0,0.27,37.5,0.18919181260605517,-0.8191520442889917,0.1745795027259925,0.36505982292252886
2,4,0.4,145.0,0.28,39.225,0.17463859625174322,-0.8191520442889917,0.1745795027259925,0.36505982292252886
2,4,0.4,145.0,0.29,49.125,0.16008537989743132,-0.8191520442889917,0.1745795027259925,0.36505982292252886
2,4,0.4,145.0,0.3,55.575,0.1455321635431194,-0.8191520442889917,0.1745795027259925,0.36505982292252886
2,4,0.4,145.0,0.31,64.1,0.13097894718880743,-0.8191520442889917,0.1745795027259925,0.36505982292252886
2,4,0.4,145.0,0.32,78.025,0.11642573083449552,-0.8191520442889917,0.1745795027259925,0.36505982292252886
2,4,0.4,145.0,0.33,85.2,0.10187251448018354,-0.8191520442889917,0.1745795027259925,0.36505982292252886
2,4,0.45,34.0,0.025,2199.25,0.0653931284976965,0.8290375725550417,0.03405783201068309,0.34647661596710333
2,4,0.45,34.0,0.035,11275.0,0.06385446665069192,0.8290375725550417,0.03405783201068309,0.34647661596710333
2,4,0.45,34.0,0.045,15912.5,0.062315804803687314,0.8290375725550417,0.03405783201068309,0.34647661596710333
2,4,0.45,34.0,0.055,14147.5,0.060777142956682684,0.8290375725550417,0.03405783201068309,0.34647661596710333
2,4,0.45,34.0,0.065,10940.0,0.05923848110967803,0.8290375725550417,0.03405783201068309,0.34647661596710333
2,4,0.45,34.0,0.075,8197.5,0.05769981926267342,0.8290375725550417,0.03405783201068309,0.34647661596710333
2,4,0.45,34.0,0.085,5865.0,0.05616115741566877,0.8290375725550417,0.03405783201068309,0.34647661596710333
2,4,0.45,34.0,0.095,4167.5,0.05462249556866417,0.8290375725550417,0.03405783201068309,0.34647661596710333
2,4,0.45,34.0,0.105,3102.5,0.05308383372165954,0.8290375725550417,0.03405783201068309,0.34647661596710333
2,4,0.45,34.0,0.115,2270.5,0.05154517187465492,0.8290375725550417,0.03405783201068309,0.34647661596710333
2,4,0.45,34.0,0.125,1866.25,0.0500065100276503,0.8290375725550417,0.03405783201068309,0.34647661596710333
2,4,0.45,34.0,0.135,1670.0,0.04846784818064566,0.8290375725550417,0.03405783201068309,0.34647661596710333
2,4,0.45,34.0,0.145,1278.0,0.046929186333641,0.8290375725550417,0.03405783201068309,0.34647661596710333
2,4,0.45,34.0,0.155,1157.0,0.0453905244866364,0.8290375725550417,0.03405783201068309,0.34647661596710333
2,4,0.45,34.0,0.165,1107.75,0.043851862639631756,0.8290375725550417,0.03405783201068309,0.34647661596710333
2,4,0.45,34.0,0.175,1011.0,0.04231320079262717,0.8290375725550417,0.03405783201068309,0.34647661596710333
2,4,0.45,34.0,0.185,1071.25,0.04077453894562253,0.8290375725550417,0.03405783201068309,0.34647661596710333
2,4,0.45,34.0,0.195,1110.0,0.03923587709861792,0.8290375725550417,0.03405783201068309,0.34647661596710333
2,4,0.45,34.0,0.205,1191.25,0.03769721525161328,0.8290375725550417,0.03405783201068309,0.34647661596710333
2,4,0.45,34.0,0.215,1259.75,0.03615855340460871,0.8290375725550417,0.03405783201068309,0.34647661596710333
2,4,0.45,34.0,0.225,1439.25,0.03461989155760409,0.8290375725550417,0.03405783201068309,0.34647661596710333
2,4,0.45,34.0,0.235,1607.0,0.03308122971059943,0.8290375725550417,0.03405783201068309,0.34647661596710333
2,4,0.45,34.0,0.245,1583.75,0.0315425678635948,0.8290375725550417,0.03405783201068309,0.34647661596710333
2,4,0.45,34.0,0.255,1717.75,0.03000390601659017,0.8290375725550417,0.03405783201068309,0.34647661596710333
2,4,0.45,34.0,0.265,1923.25,0.02846524416958554,0.8290375725550417,0.03405783201068309,0.34647661596710333
2,4,0.45,34.0,0.275,2018.0,0.026926582322580925,0.8290375725550417,0.03405783201068309,0.34647661596710333
2,4,0.45,34.0,0.285,2049.0,0.02538792047557628,0.8290375725550417,0.03405783201068309,0.34647661596710333
2,4,0.45,34.0,0.295,2354.75,0.02384925862857168,0.8290375725550417,0.03405783201068309,0.34647661596710333
2,4,0.45,60.0,0.04,12.9875,0.1845,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.05,279.25,0.18,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.06,544.5,0.1755,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.07,751.0,0.17099999999999996,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.08,935.0,0.1665,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.09,1069.0,0.16199999999999998,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.1,1087.75,0.15749999999999997,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.11,1032.0,0.153,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.12,932.0,0.14849999999999997,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.13,770.5,0.14399999999999996,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.14,652.25,0.13949999999999999,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.15,526.5,0.13499999999999998,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.16,412.0,0.13049999999999995,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.17,333.25,0.12599999999999997,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.18,273.0,0.12149999999999998,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.19,237.7,0.11699999999999997,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.2,214.0,0.11249999999999996,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.21,194.725,0.10799999999999996,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.22,197.025,0.10349999999999998,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.23,215.625,0.09899999999999998,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.24,232.825,0.09449999999999996,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.25,255.5,0.09,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.26,292.0,0.08549999999999998,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.27,322.25,0.08099999999999997,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.28,355.25,0.07649999999999997,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.29,381.25,0.072,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.3,431.5,0.0675,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.31,465.0,0.06299999999999999,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.32,504.75,0.05849999999999998,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.33,496.25,0.05399999999999998,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,60.0,0.34,533.25,0.049499999999999975,0.5000000000000001,0.08694196141064942,0.3596388881733172
2,4,0.45,75.0,0.05,0.267,0.2668251437630926,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.06,36.875,0.2601545151690152,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.07,91.675,0.25348388657493787,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.08,133.6,0.2468132579808606,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.09,194.825,0.24014262938678327,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.1,265.0,0.23347200079270597,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.11,331.25,0.22680137219862867,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.12,377.75,0.22013074360455134,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.13,413.5,0.213460115010474,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.14,419.0,0.20678948641639672,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.15,387.75,0.20011885782231942,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.16,330.5,0.19344822922824206,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.17,274.75,0.1867776006341648,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.18,221.275,0.18010697204008747,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.19,179.65,0.17343634344601014,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.2,150.85,0.16676571485193284,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.21,126.025,0.16009508625785548,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.22,110.875,0.1534244576637782,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.23,107.7,0.1467538290697009,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.24,108.15,0.14008320047562356,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.25,117.6,0.13341257188154626,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.26,128.225,0.12674194328746896,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.27,144.925,0.12007131469339162,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.28,160.325,0.1134006860993143,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.29,182.4,0.10673005750523702,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.3,213.375,0.10005942891115974,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.31,239.025,0.0933888003170824,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.32,264.5,0.08671817172300507,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.33,266.0,0.08004754312892774,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.34,301.0,0.07337691453485044,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.35,325.75,0.06670628594077317,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,75.0,0.36,327.5,0.06003565734669583,0.2588190451025208,0.11789252597230339,0.3673421397975511
2,4,0.45,90.0,0.065,1.88875,0.34650000000000003,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.075,14.095,0.3375,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.085,22.52,0.3285,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.095,36.625,0.3195,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.105,54.875,0.31050000000000005,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.115,81.05,0.30150000000000005,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.125,114.225,0.29250000000000004,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.135,154.75,0.28350000000000003,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.145,188.65,0.2745,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.155,199.275,0.2655,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.165,203.075,0.2565,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.175,194.575,0.24750000000000003,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.185,172.725,0.2385,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.195,146.9,0.2295,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.205,119.375,0.22050000000000003,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.215,94.2,0.21150000000000005,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.225,85.975,0.20250000000000004,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.235,78.1,0.19350000000000003,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.245,67.625,0.18450000000000003,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.255,69.775,0.17550000000000002,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.265,75.45,0.1665,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.275,82.35,0.15749999999999997,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.285,81.6,0.14850000000000002,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.295,105.525,0.13950000000000004,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.305,122.4,0.13050000000000003,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.315,136.025,0.1215,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.325,153.85,0.1125,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.335,168.275,0.10349999999999998,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.345,189.9,0.09450000000000004,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.355,198.45,0.08550000000000002,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.365,202.825,0.07650000000000004,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.375,235.175,0.0675,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.45,90.0,0.385,238.3,0.058500000000000024,6.123233995736766e-17,0.14572853472657007,0.3742702130875019
2,4,0.476,60.0,0.035,36.55,0.20991599999999988,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.048,46.95,0.2037279999999999,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.055,334.25,0.20039599999999994,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.063,432.0,0.19658799999999993,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.069,547.75,0.1937319999999999,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.076,664.5,0.19039999999999987,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.083,760.25,0.18706799999999993,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.09,917.5,0.183736,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.096,979.75,0.18087999999999996,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.103,1010.75,0.17754799999999993,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.109,1057.25,0.17469199999999993,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.115,974.0,0.17183599999999993,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.122,946.0,0.16850399999999996,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.128,922.0,0.16564799999999996,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.134,807.0,0.16279199999999994,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.14,701.75,0.15993599999999994,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.141,724.0,0.15946,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.147,594.5,0.15660399999999994,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.153,552.75,0.15374799999999994,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.175,348.0,0.14327599999999993,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.18,292.75,0.14089599999999997,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.185,253.5,0.13851599999999994,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.198,223.175,0.13232799999999995,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.203,215.9,0.12994799999999995,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.208,207.925,0.12756799999999996,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.218,220.975,0.12280799999999993,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.223,223.6,0.12042799999999995,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.227,211.575,0.11852399999999995,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.269,295.75,0.09853199999999995,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.272,302.5,0.09710399999999995,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.276,327.5,0.09519999999999991,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.294,416.5,0.08663199999999999,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.298,390.5,0.08472799999999997,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.301,417.25,0.08329999999999999,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.33,496.0,0.06949599999999993,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.332,549.75,0.06854399999999997,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.335,548.25,0.06711599999999995,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.365,609.25,0.052835999999999994,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.3670000000000001,614.25,0.0518839999999999,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.476,60.0,0.369,661.5,0.05093199999999995,0.5000000000000001,0.0962048965241981,0.3658913355469314
2,4,0.5,34.0,0.025,1195.75,0.08120715303635516,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.035,6197.5,0.0794975287619056,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.045,11342.5,0.07778790448745604,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.055,11477.5,0.07607828021300644,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.065,9720.0,0.07436865593855682,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.075,8122.5,0.07265903166410724,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.085,6127.5,0.07094940738965765,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.095,4610.0,0.06923978311520812,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.105,3512.5,0.06753015884075854,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.115,2575.0,0.06582053456630892,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.125,2048.75,0.06411091029185934,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.135,1609.0,0.06240128601740973,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.145,1281.5,0.060691661742960215,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.155,1079.75,0.05898203746851062,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.165,970.0,0.05727241319406101,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.175,871.5,0.05556278891961143,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.185,935.0,0.053853164645161884,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.195,904.5,0.05214354037071231,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.205,923.0,0.050433916096262674,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.215,1049.0,0.048724291821813086,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.225,1114.75,0.0470146675473635,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.235,1203.75,0.0453050432729139,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.245,1339.0,0.043595418998464364,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.255,1388.25,0.04188579472401477,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.265,1436.25,0.040176170449565174,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.275,1551.75,0.03846654617511559,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.285,1667.5,0.03675692190066604,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.295,1699.75,0.03504729762621642,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.305,1905.75,0.03333767335176682,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.315,1924.0,0.03162804907731728,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.325,1905.25,0.029918424802867702,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.335,1884.0,0.02820880052841812,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,34.0,0.345,1978.5,0.02649917625396854,0.8290375725550417,0.04169606970760691,0.35150952658526463
2,4,0.5,60.0,0.06,193.4,0.21999999999999995,0.5000000000000001,0.1050799868860176,0.3720459157510697
2,4,0.5,60.0,0.07,287.75,0.2149999999999999,0.5000000000000001,0.1050799868860176,0.3720459157510697
2,4,0.5,60.0,0.08,401.0,0.20999999999999996,0.5000000000000001,0.1050799868860176,0.3720459157510697
2,4,0.5,60.0,0.09,542.5,0.20499999999999996,0.5000000000000001,0.1050799868860176,0.3720459157510697
2,4,0.5,60.0,0.1,660.5,0.19999999999999996,0.5000000000000001,0.1050799868860176,0.3720459157510697
2,4,0.5,60.0,0.11,783.0,0.19499999999999995,0.5000000000000001,0.1050799868860176,0.3720459157510697
2,4,0.5,60.0,0.12,802.0,0.18999999999999992,0.5000000000000001,0.1050799868860176,0.3720459157510697
2,4,0.5,60.0,0.13,745.25,0.185,0.5000000000000001,0.1050799868860176,0.3720459157510697
2,4,0.5,60.0,0.14,707.5,0.17999999999999997,0.5000000000000001,0.1050799868860176,0.3720459157510697
2,4,0.5,60.0,0.15,566.0,0.175,0.5000000000000001,0.1050799868860176,0.3720459157510697
2,4,0.5,60.0,0.16,495.25,0.16999999999999996,0.5000000000000001,0.1050799868860176,0.3720459157510697
2,4,0.5,60.0,0.17,405.75,0.16499999999999998,0.5000000000000001,0.1050799868860176,0.3720459157510697
2,4,0.5,60.0,0.18,330.25,0.15999999999999998,0.5000000000000001,0.1050799868860176,0.3720459157510697
2,4,0.5,60.0,0.19,245.275,0.155,0.5000000000000001,0.1050799868860176,0.3720459157510697
2,4,0.5,60.0,0.2,273.5,0.14999999999999994,0.5000000000000001,0.1050799868860176,0.3720459157510697
