Z,A,E,Theta,omega,E_omega,cos_Theta,E_ela,E_inela
2,4,0.2,145.0,0.1,0.07276608177155969,-0.8191520442889916,0.05582788011807236,0.2994787627185301
2,4,0.2,145.0,0.11,0.06548947359440371,-0.8191520442889916,0.05582788011807236,0.2994787627185301
2,4,0.2,145.0,0.12,0.05821286541724775,-0.8191520442889916,0.05582788011807236,0.2994787627185301
2,4,0.2,145.0,0.13,0.05093625724009178,-0.8191520442889916,0.05582788011807236,0.2994787627185301
2,4,0.25,34.0,0.025,0.019233273087557817,0.8290375725550416,0.01087756931532276,0.33417109560100644
2,4,0.25,34.0,0.035,0.01837846095033301,0.8290375725550416,0.01087756931532276,0.33417109560100644
2,4,0.25,34.0,0.045,0.017523648813108236,0.8290375725550416,0.01087756931532276,0.33417109560100644
2,4,0.25,34.0,0.055,0.01666883667588344,0.8290375725550416,0.01087756931532276,0.33417109560100644
2,4,0.25,34.0,0.065,0.015814024538658662,0.8290375725550416,0.01087756931532276,0.33417109560100644
2,4,0.25,34.0,0.075,0.014959212401433863,0.8290375725550416,0.01087756931532276,0.33417109560100644
2,4,0.25,34.0,0.085,0.014104400264209067,0.8290375725550416,0.01087756931532276,0.33417109560100644
2,4,0.25,34.0,0.095,0.013249588126984282,0.8290375725550416,0.01087756931532276,0.33417109560100644
2,4,0.25,60.0,0.035,0.05374999999999998,0.5000000000000001,0.029354575086654698,0.32766718956949753
2,4,0.25,60.0,0.045,0.05124999999999999,0.5000000000000001,0.029354575086654698,0.32766718956949753
2,4,0.25,60.0,0.055,0.04874999999999999,0.5000000000000001,0.029354575086654698,0.32766718956949753
2,4,0.25,60.0,0.065,0.04625,0.5000000000000001,0.029354575086654698,0.32766718956949753
2,4,0.25,60.0,0.075,0.04375,0.5000000000000001,0.029354575086654698,0.32766718956949753
2,4,0.25,60.0,0.085,0.041249999999999995,0.5000000000000001,0.029354575086654698,0.32766718956949753
2,4,0.25,60.0,0.095,0.03875,0.5000000000000001,0.029354575086654698,0.32766718956949753
2,4,0.25,60.0,0.105,0.03624999999999999,0.5000000000000001,0.029354575086654698,0.32766718956949753
2,4,0.25,60.0,0.115,0.033749999999999995,0.5000000000000001,0.029354575086654698,0.32766718956949753
2,4,0.25,60.0,0.125,0.031249999999999993,0.5000000000000001,0.029354575086654698,0.32766718956949753
2,4,0.25,60.0,0.135,0.028749999999999994,0.5000000000000001,0.029354575086654698,0.32766718956949753
2,4,0.25,75.0,0.025,0.08338285742596642,0.25881904510252074,0.04118165277613611,0.3235040582228001
2,4,0.25,75.0,0.035,0.079676952651479,0.25881904510252074,0.04118165277613611,0.3235040582228001
2,4,0.25,75.0,0.045,0.07597104787699163,0.25881904510252074,0.04118165277613611,0.3235040582228001
2,4,0.25,75.0,0.055,0.07226514310250423,0.25881904510252074,0.04118165277613611,0.3235040582228001
2,4,0.25,75.0,0.065,0.06855923832801683,0.25881904510252074,0.04118165277613611,0.3235040582228001
2,4,0.25,75.0,0.075,0.06485333355352943,0.25881904510252074,0.04118165277613611,0.3235040582228001
2,4,0.25,75.0,0.085,0.061147428779042036,0.25881904510252074,0.04118165277613611,0.3235040582228001
2,4,0.25,75.0,0.095,0.05744152400455465,0.25881904510252074,0.04118165277613611,0.3235040582228001
2,4,0.25,75.0,0.105,0.05373561923006725,0.25881904510252074,0.04118165277613611,0.3235040582228001
2,4,0.25,75.0,0.115,0.050029714455579855,0.25881904510252074,0.04118165277613611,0.3235040582228001
2,4,0.25,75.0,0.125,0.046323809681092454,0.25881904510252074,0.04118165277613611,0.3235040582228001
2,4,0.25,75.0,0.135,0.04261790490660505,0.25881904510252074,0.04118165277613611,0.3235040582228001
2,4,0.25,75.0,0.145,0.038912000132117666,0.25881904510252074,0.04118165277613611,0.3235040582228001
2,4,0.25,75.0,0.155,0.035206095357630265,0.25881904510252074,0.04118165277613611,0.3235040582228001
2,4,0.25,75.0,0.165,0.031500190583142865,0.25881904510252074,0.04118165277613611,0.3235040582228001
2,4,0.25,90.0,0.04,0.105,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,90.0,0.05,0.1,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,90.0,0.06,0.09499999999999999,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,90.0,0.07,0.09,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,90.0,0.08,0.08499999999999999,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,90.0,0.09,0.08,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,90.0,0.1,0.07499999999999998,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,90.0,0.11,0.07,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,90.0,0.12,0.065,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,90.0,0.13,0.06,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,90.0,0.14,0.05499999999999999,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,90.0,0.15,0.05000000000000001,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,90.0,0.16,0.045,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,90.0,0.17,0.039999999999999994,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,90.0,0.18,0.035,6.123233995736766e-17,0.05253999344300881,0.3195059223080609
2,4,0.25,145.0,0.04,0.19101096465034412,-0.8191520442889916,0.08154075342575043,0.3092976547941358
2,4,0.25,145.0,0.05,0.18191520442889916,-0.8191520442889916,0.08154075342575043,0.3092976547941358
2,4,0.25,145.0,0.06,0.1728194442074542,-0.8191520442889916,0.08154075342575043,0.3092976547941358
2,4,0.25,145.0,0.07,0.16372368398600926,-0.8191520442889916,0.08154075342575043,0.3092976547941358
2,4,0.25,145.0,0.08,0.15462792376456427,-0.8191520442889916,0.08154075342575043,0.3092976547941358
2,4,0.25,145.0,0.09,0.14553216354311932,-0.8191520442889916,0.08154075342575043,0.3092976547941358
2,4,0.25,145.0,0.1,0.13643640332167434,-0.8191520442889916,0.08154075342575043,0.3092976547941358
2,4,0.25,145.0,0.11,0.1273406431002294,-0.8191520442889916,0.08154075342575043,0.3092976547941358
2,4,0.25,145.0,0.12,0.11824488287878446,-0.8191520442889916,0.08154075342575043,0.3092976547941358
2,4,0.25,145.0,0.13,0.10914912265733948,-0.8191520442889916,0.08154075342575043,0.3092976547941358
2,4,0.25,145.0,0.14,0.10005336243589452,-0.8191520442889916,0.08154075342575043,0.3092976547941358
2,4,0.25,145.0,0.15,0.0909576022144496,-0.8191520442889916,0.08154075342575043,0.3092976547941358
2,4,0.25,145.0,0.16,0.08186184199300463,-0.8191520442889916,0.08154075342575043,0.3092976547941358
2,4,0.25,145.0,0.17,0.07276608177155966,-0.8191520442889916,0.08154075342575043,0.3092976547941358
2,4,0.25,145.0,0.18,0.06367032155011472,-0.8191520442889916,0.08154075342575043,0.3092976547941358
2,4,0.279,134.5,0.061,0.20690540654649112,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.065,0.2031089770685738,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.069,0.19931254759065656,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.071,0.19741433285169793,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.075,0.19361790337378068,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.078,0.19077058126534271,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.081,0.18792325915690475,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.084,0.1850759370484668,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.088,0.1812795075705496,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.1,0.16989021913679775,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.103,0.1670428970283598,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.106,0.16419557491992187,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.109,0.1613482528114839,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.111,0.15945003807252528,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.114,0.1566027159640873,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.117,0.15375539385564937,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.12,0.1509080717472114,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.123,0.14806074963877347,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.138,0.1338241390965837,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.141,0.13097681698814578,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.143,0.12907860224918716,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.159,0.11389288433751807,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.161,0.11199466959855942,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.163,0.11009645485960079,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.174,0.09965627379532832,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.176,0.09775805905636967,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.178,0.09585984431741104,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.179,0.09491073694793171,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.181,0.09301252220897309,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.189,0.08541966325313856,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.19,0.08447055588365923,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.192,0.0825723411447006,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.201,0.07403037481938675,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.203,0.07213216008042811,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.204,0.07118305271094882,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.209,0.06643751586355222,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.21,0.06548840849407289,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.211,0.06453930112459358,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.216,0.059793764277196994,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.217,0.05884465690771767,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.279,134.5,0.218,0.05789554953823836,-0.7009092642998509,0.09362722615507271,0.3182006941105761
2,4,0.3,34.0,0.025,0.028208800528418107,0.8290375725550416,0.015528569342551651,0.33603304788327676
2,4,0.3,34.0,0.035,0.02718302596374839,0.8290375725550416,0.015528569342551651,0.33603304788327676
2,4,0.3,34.0,0.045,0.026157251399078624,0.8290375725550416,0.015528569342551651,0.33603304788327676
2,4,0.3,34.0,0.055,0.025131476834408875,0.8290375725550416,0.015528569342551651,0.33603304788327676
2,4,0.3,34.0,0.065,0.024105702269739133,0.8290375725550416,0.015528569342551651,0.33603304788327676
2,4,0.3,34.0,0.075,0.0230799277050694,0.8290375725550416,0.015528569342551651,0.33603304788327676
2,4,0.3,34.0,0.085,0.022054153140399636,0.8290375725550416,0.015528569342551651,0.33603304788327676
2,4,0.3,34.0,0.095,0.0210283785757299,0.8290375725550416,0.015528569342551651,0.33603304788327676
2,4,0.3,34.0,0.105,0.02000260401106014,0.8290375725550416,0.015528569342551651,0.33603304788327676
2,4,0.3,34.0,0.115,0.018976829446390384,0.8290375725550416,0.015528569342551651,0.33603304788327676
2,4,0.3,34.0,0.125,0.017951054881720635,0.8290375725550416,0.015528569342551651,0.33603304788327676
2,4,0.3,34.0,0.135,0.016925280317050876,0.8290375725550416,0.015528569342551651,0.33603304788327676
2,4,0.3,34.0,0.145,0.015899505752381127,0.8290375725550416,0.015528569342551651,0.33603304788327676
2,4,0.3,60.0,0.025,0.08249999999999996,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.035,0.07949999999999999,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.045,0.07649999999999998,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.055,0.07349999999999998,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.065,0.07049999999999998,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.075,0.06749999999999999,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.085,0.06449999999999999,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.095,0.061500000000000006,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.105,0.05849999999999999,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.115,0.05549999999999998,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.125,0.05249999999999999,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.135,0.049499999999999975,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.145,0.0465,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.155,0.0435,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.165,0.04049999999999998,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.175,0.03749999999999999,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,60.0,0.185,0.034499999999999996,0.5000000000000001,0.04130069660508273,0.3327685784300229
2,4,0.3,75.0,0.03,0.12007131469339162,0.25881904510252074,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.04,0.11562422896400677,0.25881904510252074,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.05,0.11117714323462188,0.25881904510252074,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.06,0.10673005750523702,0.25881904510252074,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.07,0.10228297177585212,0.25881904510252074,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.08,0.09783588604646726,0.25881904510252074,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.09,0.09338880031708238,0.25881904510252074,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.1,0.0889417145876975,0.25881904510252074,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.11,0.08449462885831263,0.25881904510252074,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.12,0.08004754312892776,0.25881904510252074,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.13,0.07560045739954288,0.25881904510252074,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.14,0.07115337167015798,0.25881904510252074,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.15,0.06670628594077313,0.25881904510252074,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.16,0.062259200211388255,0.25881904510252074,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.17,0.05781211448200338,0.25881904510252074,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.18,0.053365028752618504,0.25881904510252074,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.19,0.04891794302323362,0.25881904510252074,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.2,0.04447085729384874,0.25881904510252074,0.05741018301930368,0.3307280434842215
2,4,0.3,75.0,0.21,0.040023771564463885,0.25881904510252074,0.05741018301930368,0.3307280434842215
2,4,0.3,90.0,0.035,0.159,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.045,0.153,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.055,0.147,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.065,0.141,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.075,0.135,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.085,0.12899999999999998,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.095,0.123,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.105,0.117,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.115,0.111,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.125,0.105,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.135,0.09899999999999999,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.145,0.093,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.155,0.087,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.165,0.08099999999999999,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.175,0.075,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.185,0.069,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.195,0.06299999999999999,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.205,0.05700000000000001,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.215,0.051,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.225,0.044999999999999984,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,90.0,0.235,0.03900000000000001,6.123233995736766e-17,0.07260582298700353,0.3288032624216462
2,4,0.3,145.0,0.045,0.2783302627762157,-0.8191520442889916,0.11022821178303138,0.32403775984081606
2,4,0.3,145.0,0.055,0.26741535051048176,-0.8191520442889916,0.11022821178303138,0.32403775984081606
2,4,0.3,145.0,0.065,0.25650043824474783,-0.8191520442889916,0.11022821178303138,0.32403775984081606
2,4,0.3,145.0,0.075,0.24558552597901384,-0.8191520442889916,0.11022821178303138,0.32403775984081606
2,4,0.3,145.0,0.085,0.23467061371327988,-0.8191520442889916,0.11022821178303138,0.32403775984081606
2,4,0.3,145.0,0.095,0.22375570144754595,-0.8191520442889916,0.11022821178303138,0.32403775984081606
2,4,0.3,145.0,0.105,0.21284078918181198,-0.8191520442889916,0.11022821178303138,0.32403775984081606
2,4,0.3,145.0,0.115,0.20192587691607805,-0.8191520442889916,0.11022821178303138,0.32403775984081606
2,4,0.3,145.0,0.125,0.19101096465034412,-0.8191520442889916,0.11022821178303138,0.32403775984081606
2,4,0.3,145.0,0.135,0.18009605238461018,-0.8191520442889916,0.11022821178303138,0.32403775984081606
2,4,0.3,145.0,0.145,0.16918114011887622,-0.8191520442889916,0.11022821178303138,0.32403775984081606
2,4,0.3,145.0,0.155,0.1582662278531423,-0.8191520442889916,0.11022821178303138,0.32403775984081606
2,4,0.3,145.0,0.165,0.1473513155874083,-0.8191520442889916,0.11022821178303138,0.32403775984081606
2,4,0.3,145.0,0.175,0.13643640332167437,-0.8191520442889916,0.11022821178303138,0.32403775984081606
2,4,0.3,145.0,0.185,0.1255214910559404,-0.8191520442889916,0.11022821178303138,0.32403775984081606
2,4,0.3,145.0,0.195,0.11460657879020644,-0.8191520442889916,0.11022821178303138,0.32403775984081606
