Z,A,E,Theta,omega,E_omega,cos_Theta,E_ela,E_inela
20,40,0.16,140.0,0.0621,0.055326640314031346,-0.7660444431189779,0.03699317968553269,0.2968450875998449
20,40,0.16,140.0,0.0725,0.04944924440733139,-0.7660444431189779,0.03699317968553269,0.2968450875998449
20,40,0.16,140.0,0.0787,0.045945412232183326,-0.7660444431189779,0.03699317968553269,0.2968450875998449
20,40,0.16,140.0,0.0841,0.04289368743447374,-0.7660444431189779,0.03699317968553269,0.2968450875998449
20,40,0.16,140.0,0.0894,0.039898476058943956,-0.7660444431189779,0.03699317968553269,0.2968450875998449
20,40,0.189,140.0,0.0033,0.12396678326695941,-0.7660444431189779,0.04954235258445661,0.2989428014016718
20,40,0.189,140.0,0.0063,0.12196408886846251,-0.7660444431189779,0.04954235258445661,0.2989428014016718
20,40,0.189,140.0,0.0086,0.12042868982961487,-0.7660444431189779,0.04954235258445661,0.2989428014016718
20,40,0.189,140.0,0.0128,0.11762491767171915,-0.7660444431189779,0.04954235258445661,0.2989428014016718
20,40,0.189,140.0,0.0183,0.11395331127447479,-0.7660444431189779,0.04954235258445661,0.2989428014016718
20,40,0.189,140.0,0.0288,0.10694388087973558,-0.7660444431189779,0.04954235258445661,0.2989428014016718
20,40,0.189,140.0,0.0394,0.09986769400504647,-0.7660444431189779,0.04954235258445661,0.2989428014016718
20,40,0.189,140.0,0.05,0.09279150713035735,-0.7660444431189779,0.04954235258445661,0.2989428014016718
20,40,0.189,140.0,0.0606,0.08571532025566823,-0.7660444431189779,0.04954235258445661,0.2989428014016718
20,40,0.189,140.0,0.0712,0.07863913338097911,-0.7660444431189779,0.04954235258445661,0.2989428014016718
20,40,0.189,140.0,0.0819,0.07149619002634008,-0.7660444431189779,0.04954235258445661,0.2989428014016718
20,40,0.189,140.0,0.0925,0.06442000315165096,-0.7660444431189779,0.04954235258445661,0.2989428014016718
20,40,0.189,140.0,0.1031,0.05734381627696185,-0.7660444431189779,0.04954235258445661,0.2989428014016718
20,40,0.189,140.0,0.1138,0.050200872922322816,-0.7660444431189779,0.04954235258445661,0.2989428014016718
20,40,0.2,60.0,0.0125,0.0375,0.5000000000000001,0.01923872370306954,0.3247252806448821
20,40,0.2,60.0,0.0175,0.0365,0.5000000000000001,0.01923872370306954,0.3247252806448821
20,40,0.2,60.0,0.0225,0.03550000000000001,0.5000000000000001,0.01923872370306954,0.3247252806448821
20,40,0.2,60.0,0.0275,0.03450000000000001,0.5000000000000001,0.01923872370306954,0.3247252806448821
20,40,0.2,60.0,0.0325,0.0335,0.5000000000000001,0.01923872370306954,0.3247252806448821
20,40,0.2,60.0,0.0375,0.03250000000000001,0.5000000000000001,0.01923872370306954,0.3247252806448821
20,40,0.2,60.0,0.0425,0.0315,0.5000000000000001,0.01923872370306954,0.3247252806448821
20,40,0.2,60.0,0.0475,0.0305,0.5000000000000001,0.01923872370306954,0.3247252806448821
20,40,0.2,60.0,0.0525,0.029500000000000002,0.5000000000000001,0.01923872370306954,0.3247252806448821
20,40,0.2,60.0,0.0575,0.0285,0.5000000000000001,0.01923872370306954,0.3247252806448821
20,40,0.2,60.0,0.0625,0.027499999999999997,0.5000000000000001,0.01923872370306954,0.3247252806448821
20,40,0.2,60.0,0.0675,0.0265,0.5000000000000001,0.01923872370306954,0.3247252806448821
20,40,0.2,60.0,0.0725,0.0255,0.5000000000000001,0.01923872370306954,0.3247252806448821
20,40,0.2,60.0,0.0775,0.024499999999999994,0.5000000000000001,0.01923872370306954,0.3247252806448821
20,40,0.2,60.0,0.0825,0.023500000000000004,0.5000000000000001,0.01923872370306954,0.3247252806448821
20,40,0.2,60.0,0.0875,0.022500000000000006,0.5000000000000001,0.01923872370306954,0.3247252806448821
20,40,0.2,60.0,0.0925,0.021500000000000005,0.5000000000000001,0.01923872370306954,0.3247252806448821
20,40,0.2,60.0,0.0975,0.0205,0.5000000000000001,0.01923872370306954,0.3247252806448821
20,40,0.2,90.0,0.0125,0.07500000000000001,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.0175,0.07300000000000001,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.0225,0.07100000000000002,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.0275,0.06900000000000002,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.0325,0.06700000000000002,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.0375,0.06500000000000002,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.0425,0.06300000000000001,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.0475,0.06100000000000001,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.0525,0.059000000000000004,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.0575,0.05700000000000001,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.0625,0.05500000000000001,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.0675,0.05300000000000001,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.0725,0.05100000000000001,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.0775,0.04900000000000001,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.0825,0.047000000000000014,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.0875,0.04500000000000002,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.0925,0.04300000000000001,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.0975,0.04100000000000001,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.1025,0.03900000000000001,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.1075,0.03700000000000001,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.1125,0.03500000000000001,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.1175,0.03300000000000001,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.0099,0.07604000000000001,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.0149,0.07404000000000002,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.0264,0.06944000000000002,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.0372,0.06512000000000001,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.0482,0.06072000000000002,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.0587,0.05652000000000001,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.0699,0.05204,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.0806,0.04776000000000001,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,90.0,0.0918,0.043280000000000006,6.123233995736766e-17,0.03510095913370833,0.31378033819774126
20,40,0.2,140.0,0.0075,0.13598542212016132,-0.7660444431189779,0.054643356529405857,0.30029608399471
20,40,0.2,140.0,0.0125,0.13245333323392336,-0.7660444431189779,0.054643356529405857,0.30029608399471
20,40,0.2,140.0,0.0175,0.12892124434768537,-0.7660444431189779,0.054643356529405857,0.30029608399471
20,40,0.2,140.0,0.0225,0.12538915546144744,-0.7660444431189779,0.054643356529405857,0.30029608399471
20,40,0.2,140.0,0.0275,0.12185706657520949,-0.7660444431189779,0.054643356529405857,0.30029608399471
20,40,0.2,140.0,0.0325,0.11832497768897153,-0.7660444431189779,0.054643356529405857,0.30029608399471
20,40,0.2,140.0,0.0375,0.11479288880273358,-0.7660444431189779,0.054643356529405857,0.30029608399471
20,40,0.2,140.0,0.0425,0.11126079991649562,-0.7660444431189779,0.054643356529405857,0.30029608399471
20,40,0.2,140.0,0.0475,0.10772871103025768,-0.7660444431189779,0.054643356529405857,0.30029608399471
20,40,0.2,140.0,0.0525,0.10419662214401972,-0.7660444431189779,0.054643356529405857,0.30029608399471
20,40,0.2,140.0,0.0575,0.10066453325778175,-0.7660444431189779,0.054643356529405857,0.30029608399471
20,40,0.2,140.0,0.0625,0.0971324443715438,-0.7660444431189779,0.054643356529405857,0.30029608399471
20,40,0.2,140.0,0.0675,0.09360035548530585,-0.7660444431189779,0.054643356529405857,0.30029608399471
20,40,0.2,140.0,0.0725,0.09006826659906787,-0.7660444431189779,0.054643356529405857,0.30029608399471
20,40,0.2,140.0,0.0775,0.08653617771282993,-0.7660444431189779,0.054643356529405857,0.30029608399471
20,40,0.2,140.0,0.0825,0.08300408882659198,-0.7660444431189779,0.054643356529405857,0.30029608399471
20,40,0.2,140.0,0.0875,0.07947199994035403,-0.7660444431189779,0.054643356529405857,0.30029608399471
20,40,0.2,140.0,0.0925,0.07593991105411607,-0.7660444431189779,0.054643356529405857,0.30029608399471
20,40,0.2,140.0,0.0975,0.07240782216787811,-0.7660444431189779,0.054643356529405857,0.30029608399471
20,40,0.2,140.0,0.1025,0.06887573328164015,-0.7660444431189779,0.054643356529405857,0.30029608399471
20,40,0.2,140.0,0.1075,0.06534364439540219,-0.7660444431189779,0.054643356529405857,0.30029608399471
20,40,0.2,140.0,0.1125,0.061811555509164236,-0.7660444431189779,0.054643356529405857,0.30029608399471
20,40,0.2,140.0,0.1175,0.05827946662292629,-0.7660444431189779,0.054643356529405857,0.30029608399471
20,40,0.219,140.0,0.0046,0.1658442887288625,-0.7660444431189779,0.06386119528310276,0.30329916785986655
20,40,0.219,140.0,0.0127,0.15957871625356498,-0.7660444431189779,0.06386119528310276,0.30329916785986655
20,40,0.219,140.0,0.023,0.15161138335287805,-0.7660444431189779,0.06386119528310276,0.30329916785986655
20,40,0.219,140.0,0.0332,0.14372140319879964,-0.7660444431189779,0.06386119528310276,0.30329916785986655
20,40,0.219,140.0,0.0434,0.13583142304472132,-0.7660444431189779,0.06386119528310276,0.30329916785986655
20,40,0.219,140.0,0.0537,0.12786409014403438,-0.7660444431189779,0.06386119528310276,0.30329916785986655
20,40,0.219,140.0,0.0639,0.11997410998995603,-0.7660444431189779,0.06386119528310276,0.30329916785986655
20,40,0.219,140.0,0.0742,0.11200677708926904,-0.7660444431189779,0.06386119528310276,0.30329916785986655
20,40,0.219,140.0,0.0845,0.10403944418858212,-0.7660444431189779,0.06386119528310276,0.30329916785986655
20,40,0.219,140.0,0.0948,0.09607211128789514,-0.7660444431189779,0.06386119528310276,0.30329916785986655
20,40,0.219,140.0,0.1051,0.0881047783872082,-0.7660444431189779,0.06386119528310276,0.30329916785986655
20,40,0.219,140.0,0.1154,0.08013744548652124,-0.7660444431189779,0.06386119528310276,0.30329916785986655
20,40,0.219,140.0,0.1257,0.07217011258583428,-0.7660444431189779,0.06386119528310276,0.30329916785986655
20,40,0.219,140.0,0.136,0.06420277968514732,-0.7660444431189779,0.06386119528310276,0.30329916785986655
20,40,0.219,140.0,0.1463,0.05623544678446035,-0.7660444431189779,0.06386119528310276,0.30329916785986655
20,40,0.24,60.0,0.0125,0.05459999999999998,0.5000000000000001,0.027180837509555758,0.3269011580169314
20,40,0.24,60.0,0.0175,0.05339999999999998,0.5000000000000001,0.027180837509555758,0.3269011580169314
20,40,0.24,60.0,0.0225,0.052199999999999996,0.5000000000000001,0.027180837509555758,0.3269011580169314
20,40,0.24,60.0,0.0275,0.05099999999999998,0.5000000000000001,0.027180837509555758,0.3269011580169314
20,40,0.24,60.0,0.0325,0.04979999999999999,0.5000000000000001,0.027180837509555758,0.3269011580169314
20,40,0.24,60.0,0.0375,0.048599999999999983,0.5000000000000001,0.027180837509555758,0.3269011580169314
20,40,0.24,60.0,0.0425,0.047399999999999984,0.5000000000000001,0.027180837509555758,0.3269011580169314
20,40,0.24,60.0,0.0475,0.04619999999999999,0.5000000000000001,0.027180837509555758,0.3269011580169314
20,40,0.24,60.0,0.0525,0.04499999999999999,0.5000000000000001,0.027180837509555758,0.3269011580169314
20,40,0.24,60.0,0.0575,0.04379999999999999,0.5000000000000001,0.027180837509555758,0.3269011580169314
20,40,0.24,60.0,0.0625,0.04259999999999999,0.5000000000000001,0.027180837509555758,0.3269011580169314
20,40,0.24,60.0,0.0675,0.0414,0.5000000000000001,0.027180837509555758,0.3269011580169314
20,40,0.24,60.0,0.0725,0.04019999999999999,0.5000000000000001,0.027180837509555758,0.3269011580169314
20,40,0.24,60.0,0.0775,0.03899999999999999,0.5000000000000001,0.027180837509555758,0.3269011580169314
20,40,0.24,60.0,0.0825,0.037799999999999986,0.5000000000000001,0.027180837509555758,0.3269011580169314
20,40,0.24,60.0,0.0875,0.03659999999999999,0.5000000000000001,0.027180837509555758,0.3269011580169314
20,40,0.24,60.0,0.0925,0.03539999999999999,0.5000000000000001,0.027180837509555758,0.3269011580169314
20,40,0.24,60.0,0.0975,0.034199999999999994,0.5000000000000001,0.027180837509555758,0.3269011580169314
20,40,0.24,60.0,0.1025,0.03299999999999999,0.5000000000000001,0.027180837509555758,0.3269011580169314
20,40,0.24,60.0,0.1075,0.0318,0.5000000000000001,0.027180837509555758,0.3269011580169314
20,40,0.24,60.0,0.1125,0.030599999999999995,0.5000000000000001,0.027180837509555758,0.3269011580169314
20,40,0.24,60.0,0.1175,0.02939999999999999,0.5000000000000001,0.027180837509555758,0.3269011580169314
20,40,0.24,90.0,0.0075,0.11159999999999999,6.123233995736766e-17,0.04883135379841806,0.3180605305323126
20,40,0.24,90.0,0.0125,0.10919999999999999,6.123233995736766e-17,0.04883135379841806,0.3180605305323126
20,40,0.24,90.0,0.0175,0.10679999999999999,6.123233995736766e-17,0.04883135379841806,0.3180605305323126
20,40,0.24,90.0,0.0225,0.1044,6.123233995736766e-17,0.04883135379841806,0.3180605305323126
20,40,0.24,90.0,0.0275,0.102,6.123233995736766e-17,0.04883135379841806,0.3180605305323126
20,40,0.24,90.0,0.0325,0.09960000000000001,6.123233995736766e-17,0.04883135379841806,0.3180605305323126
20,40,0.24,90.0,0.0375,0.0972,6.123233995736766e-17,0.04883135379841806,0.3180605305323126
20,40,0.24,90.0,0.0425,0.0948,6.123233995736766e-17,0.04883135379841806,0.3180605305323126
20,40,0.24,90.0,0.0475,0.0924,6.123233995736766e-17,0.04883135379841806,0.3180605305323126
20,40,0.24,90.0,0.0525,0.09,6.123233995736766e-17,0.04883135379841806,0.3180605305323126
20,40,0.24,90.0,0.0575,0.0876,6.123233995736766e-17,0.04883135379841806,0.3180605305323126
20,40,0.24,90.0,0.0625,0.0852,6.123233995736766e-17,0.04883135379841806,0.3180605305323126
20,40,0.24,90.0,0.0675,0.0828,6.123233995736766e-17,0.04883135379841806,0.3180605305323126
20,40,0.24,90.0,0.0725,0.08039999999999999,6.123233995736766e-17,0.04883135379841806,0.3180605305323126
20,40,0.24,90.0,0.0775,0.07799999999999999,6.123233995736766e-17,0.04883135379841806,0.3180605305323126
20,40,0.24,90.0,0.0825,0.07559999999999999,6.123233995736766e-17,0.04883135379841806,0.3180605305323126
20,40,0.24,90.0,0.0875,0.07319999999999999,6.123233995736766e-17,0.04883135379841806,0.3180605305323126
20,40,0.24,90.0,0.0925,0.07079999999999999,6.123233995736766e-17,0.04883135379841806,0.3180605305323126
20,40,0.24,90.0,0.0975,0.06839999999999999,6.123233995736766e-17,0.04883135379841806,0.3180605305323126
20,40,0.24,90.0,0.1025,0.066,6.123233995736766e-17,0.04883135379841806,0.3180605305323126
20,40,0.24,90.0,0.1075,0.0636,6.123233995736766e-17,0.04883135379841806,0.3180605305323126
20,40,0.24,90.0,0.1125,0.0612,6.123233995736766e-17,0.04883135379841806,0.3180605305323126
20,40,0.24,90.0,0.1175,0.0588,6.123233995736766e-17,0.04883135379841806,0.3180605305323126
20,40,0.24,90.0,0.1225,0.056400000000000006,6.123233995736766e-17,0.04883135379841806,0.3180605305323126
20,40,0.24,90.0,0.1275,0.05399999999999999,6.123233995736766e-17,0.04883135379841806,0.3180605305323126
20,40,0.24,90.0,0.1325,0.0516,6.123233995736766e-17,0.04883135379841806,0.3180605305323126
20,40,0.24,90.0,0.1375,0.049199999999999994,6.123233995736766e-17,0.04883135379841806,0.3180605305323126
20,40,0.24,90.0,0.1425,0.04680000000000001,6.123233995736766e-17,0.04883135379841806,0.3180605305323126
20,40,0.24,140.0,0.0025,0.20132906651556345,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.0075,0.1970905598520779,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.0125,0.19285205318859236,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.0175,0.1886135465251068,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.0225,0.18437503986162126,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.0275,0.18013653319813572,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.0325,0.17589802653465017,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.0375,0.17165951987116462,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.0425,0.16742101320767908,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.0475,0.16318250654419356,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.0525,0.15894399988070804,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.0575,0.15470549321722243,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.0625,0.15046698655373691,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.0675,0.14622847989025134,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.0725,0.14198997322676582,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.0775,0.13775146656328027,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.0825,0.1335129598997947,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.0875,0.12927445323630918,-0.7660444431189779,0.07460951886264545,0.3075344464644198
