Z,A,E,Theta,omega,E_omega,cos_Theta,E_ela,E_inela
20,40,0.24,140.0,0.0925,0.12503594657282363,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.0975,0.12079743990933808,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.1025,0.11655893324585254,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.1075,0.112320426582367,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.1125,0.10808191991888144,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.1175,0.1038434132553959,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.1225,0.09960490659191035,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.1275,0.0953663999284248,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.1325,0.09112789326493925,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.1375,0.08688938660145369,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.1425,0.08265087993796817,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.1475,0.07841237327448261,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.1525,0.07417386661099706,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.24,140.0,0.1575,0.06993535994751152,-0.7660444431189779,0.07460951886264545,0.3075344464644198
20,40,0.248,90.0,0.0031,0.12147039999999999,6.123233995736766e-17,0.051789789233476755,0.31920531842333505
20,40,0.248,90.0,0.0068,0.11963519999999998,6.123233995736766e-17,0.051789789233476755,0.31920531842333505
20,40,0.248,90.0,0.012,0.11705599999999998,6.123233995736766e-17,0.051789789233476755,0.31920531842333505
20,40,0.248,90.0,0.0185,0.11383199999999999,6.123233995736766e-17,0.051789789233476755,0.31920531842333505
20,40,0.248,90.0,0.0289,0.10867359999999998,6.123233995736766e-17,0.051789789233476755,0.31920531842333505
20,40,0.248,90.0,0.0408,0.10277120000000001,6.123233995736766e-17,0.051789789233476755,0.31920531842333505
20,40,0.248,90.0,0.0496,0.09840639999999999,6.123233995736766e-17,0.051789789233476755,0.31920531842333505
20,40,0.248,90.0,0.0601,0.0931984,6.123233995736766e-17,0.051789789233476755,0.31920531842333505
20,40,0.248,90.0,0.073,0.08679999999999999,6.123233995736766e-17,0.051789789233476755,0.31920531842333505
20,40,0.248,90.0,0.0832,0.0817408,6.123233995736766e-17,0.051789789233476755,0.31920531842333505
20,40,0.248,90.0,0.0935,0.076632,6.123233995736766e-17,0.051789789233476755,0.31920531842333505
20,40,0.248,90.0,0.1056,0.0706304,6.123233995736766e-17,0.051789789233476755,0.31920531842333505
20,40,0.248,90.0,0.1178,0.06457919999999999,6.123233995736766e-17,0.051789789233476755,0.31920531842333505
20,40,0.248,90.0,0.1294,0.05882559999999999,6.123233995736766e-17,0.051789789233476755,0.31920531842333505
20,40,0.248,90.0,0.1397,0.053716799999999995,6.123233995736766e-17,0.051789789233476755,0.31920531842333505
20,40,0.249,140.0,0.0033,0.21609072559781775,-0.7660444431189779,0.07938470635910304,0.3096255467230515
20,40,0.249,140.0,0.0073,0.21257276506712477,-0.7660444431189779,0.07938470635910304,0.3096255467230515
20,40,0.249,140.0,0.0103,0.20993429466910501,-0.7660444431189779,0.07938470635910304,0.3096255467230515
20,40,0.249,140.0,0.0158,0.20509709893940214,-0.7660444431189779,0.07938470635910304,0.3096255467230515
20,40,0.249,140.0,0.0386,0.18504472391445198,-0.7660444431189779,0.07938470635910304,0.3096255467230515
20,40,0.249,140.0,0.0539,0.17158852488455129,-0.7660444431189779,0.07938470635910304,0.3096255467230515
20,40,0.249,140.0,0.0693,0.15804437684138323,-0.7660444431189779,0.07938470635910304,0.3096255467230515
20,40,0.249,140.0,0.0847,0.14450022879821514,-0.7660444431189779,0.07938470635910304,0.3096255467230515
20,40,0.249,140.0,0.0931,0.13711251168375982,-0.7660444431189779,0.07938470635910304,0.3096255467230515
20,40,0.249,140.0,0.1037,0.12778991627742334,-0.7660444431189779,0.07938470635910304,0.3096255467230515
20,40,0.249,140.0,0.1254,0.10870498039841381,-0.7660444431189779,0.07938470635910304,0.3096255467230515
20,40,0.249,140.0,0.1463,0.09032363662554287,-0.7660444431189779,0.07938470635910304,0.3096255467230515
20,40,0.249,140.0,0.1566,0.0812648882590084,-0.7660444431189779,0.07938470635910304,0.3096255467230515
20,40,0.249,140.0,0.1669,0.0722061398924739,-0.7660444431189779,0.07938470635910304,0.3096255467230515
20,40,0.249,140.0,0.1778,0.06261969744633546,-0.7660444431189779,0.07938470635910304,0.3096255467230515
20,40,0.28,60.0,0.0125,0.0749,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,60.0,0.0175,0.07350000000000001,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,60.0,0.0225,0.07209999999999998,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,60.0,0.0275,0.07069999999999999,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,60.0,0.0325,0.06930000000000001,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,60.0,0.0375,0.0679,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,60.0,0.0425,0.06649999999999999,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,60.0,0.0475,0.06509999999999999,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,60.0,0.0525,0.06369999999999999,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,60.0,0.0575,0.06230000000000001,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,60.0,0.0625,0.06089999999999998,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,60.0,0.0675,0.0595,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,60.0,0.0725,0.05809999999999999,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,60.0,0.0775,0.05669999999999999,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,60.0,0.0825,0.055299999999999995,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,60.0,0.0875,0.053899999999999997,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,60.0,0.0925,0.0525,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,60.0,0.0975,0.05109999999999999,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,60.0,0.1025,0.049699999999999994,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,60.0,0.1075,0.048299999999999996,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,60.0,0.1125,0.0469,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,60.0,0.1175,0.0455,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,60.0,0.1225,0.04410000000000001,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,60.0,0.1275,0.0427,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,60.0,0.1325,0.041299999999999996,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,60.0,0.1375,0.039900000000000005,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,60.0,0.1425,0.038500000000000006,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,60.0,0.1475,0.0371,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,60.0,0.1525,0.03570000000000001,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,60.0,0.1575,0.034300000000000004,0.5000000000000001,0.036310753355502656,0.33047848680493164
20,40,0.28,90.0,0.0075,0.1526,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.0125,0.14980000000000002,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.0175,0.14700000000000002,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.0225,0.1442,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.0275,0.14140000000000003,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.0325,0.13860000000000003,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.0375,0.13580000000000003,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.0425,0.133,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.0475,0.13020000000000004,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.0525,0.12740000000000004,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.0575,0.12460000000000003,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.0625,0.12180000000000002,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.0675,0.11900000000000001,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.0725,0.1162,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.0775,0.1134,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.0825,0.11060000000000002,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.0875,0.10780000000000002,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.0925,0.10500000000000002,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.0975,0.10220000000000001,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.1025,0.09940000000000003,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.1075,0.09660000000000002,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.1125,0.09380000000000002,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.1175,0.09100000000000003,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.1225,0.08820000000000003,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.1275,0.08540000000000002,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.1325,0.0826,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.1375,0.07980000000000002,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.1425,0.07700000000000003,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.1475,0.07420000000000002,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.1525,0.07140000000000002,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.1575,0.06860000000000002,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.1625,0.06580000000000001,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.1675,0.06300000000000001,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.1725,0.06020000000000002,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.1775,0.05740000000000002,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,90.0,0.1825,0.054600000000000024,6.123233995736766e-17,0.06428495289323286,0.32468383118640176
20,40,0.28,140.0,0.0125,0.2645534575792229,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.0175,0.2596085331384898,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.0225,0.25466360869775667,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.0275,0.24971868425702348,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.0325,0.24477375981629038,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.0375,0.23982883537555727,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.0425,0.23488391093482408,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.0475,0.22993898649409097,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.0525,0.22499406205335784,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.0575,0.22004913761262468,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.0625,0.21510421317189155,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.0675,0.21015928873115838,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.0725,0.20521436429042528,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.0775,0.20026943984969214,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.0825,0.19532451540895895,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.0875,0.19037959096822585,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.0925,0.18543466652749274,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.0975,0.1804897420867596,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.1025,0.17554481764602647,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.1075,0.17059989320529334,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.1125,0.16565496876456018,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.1175,0.16071004432382704,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.1225,0.15576511988309388,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.1275,0.15082019544236075,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.1325,0.14587527100162762,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.1375,0.14093034656089445,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.1425,0.13598542212016135,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.1475,0.1310404976794282,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.1525,0.12609557323869505,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.1575,0.12115064879796192,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.1625,0.11620572435722877,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.1675,0.11126079991649562,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.1725,0.1063158754757625,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.1775,0.10137095103502937,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.1825,0.09642602659429624,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.1875,0.09148110215356309,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.1925,0.08653617771282994,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.28,140.0,0.1975,0.08159125327209679,-0.7660444431189779,0.09654941101954517,0.31800047914595136
20,40,0.288,140.0,0.0057,0.2871673034644728,-0.7660444431189779,0.10114881984381648,0.3204394409993374
20,40,0.288,140.0,0.0405,0.2517672958110414,-0.7660444431189779,0.10114881984381648,0.3204394409993374
20,40,0.288,140.0,0.0609,0.2310155671866162,-0.7660444431189779,0.10114881984381648,0.3204394409993374
20,40,0.288,140.0,0.0793,0.21229832176066407,-0.7660444431189779,0.10114881984381648,0.3204394409993374
20,40,0.288,140.0,0.0967,0.19459831793394838,-0.7660444431189779,0.10114881984381648,0.3204394409993374
20,40,0.288,140.0,0.1132,0.17781383154654562,-0.7660444431189779,0.10114881984381648,0.3204394409993374
20,40,0.288,140.0,0.1275,0.16326727667746324,-0.7660444431189779,0.10114881984381648,0.3204394409993374
20,40,0.288,140.0,0.1409,0.14963623924769373,-0.7660444431189779,0.10114881984381648,0.3204394409993374
20,40,0.288,140.0,0.1564,0.13386899445952746,-0.7660444431189779,0.10114881984381648,0.3204394409993374
20,40,0.288,140.0,0.1708,0.11922071543052143,-0.7660444431189779,0.10114881984381648,0.3204394409993374
20,40,0.288,140.0,0.1832,0.10660691959998847,-0.7660444431189779,0.10114881984381648,0.3204394409993374
20,40,0.288,140.0,0.1945,0.09511208952861563,-0.7660444431189779,0.10114881984381648,0.3204394409993374
20,40,0.288,140.0,0.2048,0.08463450105647936,-0.7660444431189779,0.10114881984381648,0.3204394409993374
20,40,0.288,140.0,0.2152,0.07405518842441947,-0.7660444431189779,0.10114881984381648,0.3204394409993374
20,40,0.298,90.0,0.0001,0.1775484,6.123233995736766e-17,0.07175674911318147,0.3283682215955462
20,40,0.298,90.0,0.0043,0.17504519999999996,6.123233995736766e-17,0.07175674911318147,0.3283682215955462
20,40,0.298,90.0,0.0085,0.17254199999999997,6.123233995736766e-17,0.07175674911318147,0.3283682215955462
20,40,0.298,90.0,0.0386,0.15460239999999997,6.123233995736766e-17,0.07175674911318147,0.3283682215955462
20,40,0.298,90.0,0.0493,0.14822519999999997,6.123233995736766e-17,0.07175674911318147,0.3283682215955462
20,40,0.298,90.0,0.06,0.141848,6.123233995736766e-17,0.07175674911318147,0.3283682215955462
20,40,0.298,90.0,0.0707,0.1354708,6.123233995736766e-17,0.07175674911318147,0.3283682215955462
20,40,0.298,90.0,0.0814,0.12909359999999998,6.123233995736766e-17,0.07175674911318147,0.3283682215955462
20,40,0.298,90.0,0.092,0.122776,6.123233995736766e-17,0.07175674911318147,0.3283682215955462
20,40,0.298,90.0,0.1048,0.1151472,6.123233995736766e-17,0.07175674911318147,0.3283682215955462
20,40,0.298,90.0,0.1123,0.11067719999999999,6.123233995736766e-17,0.07175674911318147,0.3283682215955462
20,40,0.298,90.0,0.121,0.10549199999999999,6.123233995736766e-17,0.07175674911318147,0.3283682215955462
20,40,0.298,90.0,0.1244,0.10346559999999999,6.123233995736766e-17,0.07175674911318147,0.3283682215955462
20,40,0.298,90.0,0.1353,0.09696919999999999,6.123233995736766e-17,0.07175674911318147,0.3283682215955462
20,40,0.298,90.0,0.1459,0.09065159999999998,6.123233995736766e-17,0.07175674911318147,0.3283682215955462
20,40,0.298,90.0,0.1567,0.08421479999999998,6.123233995736766e-17,0.07175674911318147,0.3283682215955462
20,40,0.298,90.0,0.1634,0.08022159999999999,6.123233995736766e-17,0.07175674911318147,0.3283682215955462
20,40,0.298,90.0,0.1675,0.07777799999999999,6.123233995736766e-17,0.07175674911318147,0.3283682215955462
20,40,0.298,90.0,0.1794,0.07068559999999999,6.123233995736766e-17,0.07175674911318147,0.3283682215955462
20,40,0.32,90.0,0.0075,0.19999999999999998,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.0125,0.1968,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.0175,0.1936,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.0225,0.19039999999999999,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.0275,0.18719999999999998,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.0325,0.18399999999999997,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.0375,0.18080000000000002,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.0425,0.1776,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.0475,0.17440000000000003,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.0525,0.17120000000000002,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.0575,0.16799999999999998,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.0625,0.1648,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.0675,0.1616,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.0725,0.1584,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.0775,0.1552,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.0825,0.152,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.0875,0.14880000000000002,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.0925,0.1456,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.0975,0.14240000000000003,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.1025,0.13920000000000002,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.1075,0.136,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.1125,0.1328,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.1175,0.12960000000000002,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.1225,0.1264,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.1275,0.1232,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.1325,0.12,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.1375,0.1168,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.1425,0.1136,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.1475,0.1104,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.1525,0.10719999999999999,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.1575,0.10400000000000001,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.1625,0.10080000000000001,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.1675,0.09759999999999999,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.1725,0.09440000000000001,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.1775,0.09120000000000002,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.1825,0.08800000000000001,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.1875,0.08480000000000001,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.1925,0.0816,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.1975,0.0784,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.2025,0.0752,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.2075,0.07200000000000001,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.2125,0.06880000000000001,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,90.0,0.2175,0.06560000000000002,6.123233995736766e-17,0.08129758568400326,0.3334270108052748
20,40,0.32,140.0,0.0075,0.3532088886237956,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.0125,0.3475575464058148,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.0175,0.3419062041878341,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.0225,0.3362548619698534,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.0275,0.33060351975187263,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.0325,0.32495217753389194,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.0375,0.31930083531591125,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.0425,0.3136494930979305,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.0475,0.3079981508799498,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.0525,0.30234680866196906,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.0575,0.2966954664439883,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.0625,0.29104412422600756,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.0675,0.2853927820080268,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.0725,0.2797414397900461,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.0775,0.27409009757206537,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.0825,0.2684387553540846,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.0875,0.262787413136104,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.0925,0.2571360709181232,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.0975,0.2514847287001425,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.1025,0.24583338648216174,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.1075,0.240182044264181,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.1125,0.23453070204620027,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.1175,0.22887935982821958,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.1225,0.22322801761023883,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.1275,0.21757667539225808,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.1325,0.21192533317427734,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.1375,0.20627399095629662,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.1425,0.2006226487383159,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.1475,0.19497130652033515,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.1525,0.18931996430235443,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.1575,0.1836686220843737,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.1625,0.178017279866393,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.1675,0.17236593764841224,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.1725,0.16671459543043154,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.1775,0.1610632532124508,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.1825,0.1554119109944701,-0.7660444431189779,0.12018504923132459,0.331239590980738
20,40,0.32,140.0,0.1875,0.14976056877648936,-0.7660444431189779,0.12018504923132459,0.331239590980738
